Animal ID,ID,group,nerve_term,n_perim,poly-in,blebs,tsc_a,tsc_p,tsc_no,achr_a,achr_p,ep_a,ep_p,ep_d,synaptic,overlap,coverage_area,coverage
224,1,1mo_wt,194.247,229.809,0,0,320.55,225.45,2,260.26,197.49,369.74,91.66,37.38,188.24,72.33,216.42,83.16
224,2,1mo_wt,193.362,206.231,0,0,307.95,199.79,2,222.72,204.04,340.99,84.17,29.52,178.9,80.33,191.93,86.18
224,3,1mo_wt,163.007,147.647,0,0,296.12,150.55,2,211.17,124.94,254.59,73.81,27.43,151.4,71.7,200.17,94.79
224,4,1mo_wt,207.454,190.484,0,0,333.1,184.87,2,262.42,178.9,361.54,85.12,30.87,205.62,78.36,239.58,91.3
224,5,1mo_wt,148.23,175.771,0,0,245.38,183.78,1,194.51,158.08,284.06,72.83,27.47,139.77,71.86,164.38,84.51
224,6,1mo_wt,160.435,166.89,0,0,264.88,153.89,2,210.83,161.29,277.97,74.91,29.31,159.63,75.72,191.93,91.04
224,7,1mo_wt,324.979,256.397,0,0,395.44,234.62,3,367.91,232.42,513.22,96.15,33.94,294.1,79.94,305.33,82.99
224,8,1mo_wt,196.453,274.493,0,0,277.39,238.49,2,297.04,231.93,447.89,91.33,30.01,194.12,65.35,223.57,75.27
224,9,1mo_wt,228.72,367.731,0,0,469.47,312.27,3,353.67,370.67,633.59,105.16,35.09,207.81,58.76,232.42,65.72
224,10,1mo_wt,89.921,155.801,0,0,244.5,159.87,2,149.89,116.76,201.96,70.46,28.76,89.76,59.88,113.53,75.75
224,11,1mo_wt,255.035,256.758,0,0,336.57,248.59,3,260.39,235.5,423.46,101.35,40.94,220.28,84.6,224.03,86.04
224,12,1mo_wt,195.565,265.451,0,0,400.51,356.78,3,463.12,399.24,715.79,111.93,37.14,193.74,41.83,240.8,52
224,13,1mo_wt,152.905,252.977,0,0,265.72,215.44,1,301.11,231.94,449.38,82.31,25.39,152.56,50.67,224.26,74.48
224,14,1mo_wt,220.768,289.053,0,0,347.73,227.43,2,326.43,240.14,474.98,98.42,33.29,214.81,65.81,266.18,81.54
224,15,1mo_wt,263.702,317.755,0,0,400.94,200.66,3,334.96,243.74,466.26,98.59,36.52,241.92,72.22,302.83,90.41
224,16,1mo_wt,118.406,239.067,0,0,271.99,184.85,2,237.44,229.4,373.92,83.92,30.96,117.28,49.39,201.57,84.89
224,17,1mo_wt,203.024,210.373,0,0,271.69,186.72,2,242.08,194.35,329.62,91.6,30.29,187.11,77.29,161.34,66.65
224,18,1mo_wt,149.521,225.319,0,0,277.29,172.55,3,214.35,215.25,348.08,84.49,33.38,146.25,68.23,176.82,82.49
224,19,1mo_wt,196.305,248.365,0,0,341.32,227.53,2,231.16,234.99,407.89,80.48,26.66,177.1,76.61,205.91,89.08
224,20,1mo_wt,109.503,176.393,0,0,231.59,132.43,2,167.35,172.66,311.05,72.06,27.77,106.81,63.83,138.9,83
224,21,1mo_wt,127.038,166.601,0,0,207.36,130.66,3,166.55,140.16,266.08,66.76,23.21,150.9,90.61,86.64,52.02
224,22,1mo_wt,151.275,235.976,0,0,202.93,191.53,2,203.78,230.1,315.24,78.08,28.81,145.12,71.22,166.88,81.89
224,23,1mo_wt,168.45,239.838,0,0,225.24,192.12,3,227.04,242.38,392.94,88.28,31.76,155.23,68.37,180.03,79.29
224,24,1mo_wt,152.845,245.495,0,0,354.37,252.06,3,249.62,278.26,402.13,104.44,37.29,138.74,55.58,174.86,70.05
224,25,1mo_wt,152.935,176.442,0,0,226.42,172.44,2,173.14,174.46,315.48,72.6,25.57,140.96,81.42,138.45,79.97
224,26,1mo_wt,130.081,142.493,0,0,205.8,127.26,1,183.13,143.71,299.63,72.88,27.78,125.01,68.26,123.82,67.61
224,27,1mo_wt,188.927,254.855,0,0,297.39,212.51,2,235.38,237.14,393.47,93.77,35.98,180.95,76.88,142.6,60.58
224,28,1mo_wt,155.515,236.71,0,0,328.25,180.26,2,267.38,216.4,416.49,85.96,28.66,152.58,57.06,228.67,85.52
224,29,1mo_wt,142.166,155.848,0,0,206.91,136.57,1,174.47,150.16,303.69,73.35,27.59,136.56,78.27,140.96,80.8
224,30,1mo_wt,150.843,198.083,0,0,211.18,170.34,2,195.83,163.05,295.55,76.56,29.88,142.7,72.87,153.51,78.39
224,31,1mo_wt,109.995,157.701,0,0,267.65,141.74,3,171.27,138.94,257.37,68.82,27.75,108.26,63.21,148.57,86.75
224,32,1mo_wt,100.517,145.065,0,0,188.89,128.4,2,154.31,130.81,246.02,68.66,26.37,96.78,62.72,127.22,82.44
224,33,1mo_wt,88.236,133.896,0,0,114.4,88.42,2,99.85,119.48,169.26,63.14,26.67,79.56,79.68,77.56,77.67
115,34,2mo_wt,172.65,268.45,0,0,303.56,217.06,2,312.73,257.83,572.96,99.55,35,155.89,49.85,225.61,72.14
115,35,2mo_wt,298.81,304.95,0,0,456.44,310.34,2,470.35,295.02,918.41,120.55,35.52,249.33,53.01,304.66,64.77
115,36,2mo_wt,261.98,307.94,0,0,408.85,282.01,2,318.73,301.6,783.08,122.65,43.78,226.24,70.98,177.39,55.65
115,37,2mo_wt,197.37,251.51,0,0,467.47,298.66,3,300.2,224.51,718.52,108.89,36.6,216.93,72.26,255.33,85.06
115,38,2mo_wt,223.45,238.35,0,0,450.92,297.97,2,324.27,242.63,645.79,106.96,34.21,211.17,65.12,260.32,80.28
115,39,2mo_wt,233.99,243.41,0,0,558.76,325.28,2,281.39,231.74,591.62,99.73,32.52,209.41,74.42,191.1,67.91
115,40,2mo_wt,362.39,413.02,0,0,438.63,400.12,2,459.45,414.04,942.22,123.28,39.4,318.5,69.32,314.24,68.4
115,41,2mo_wt,261.57,323.4,0,0,349.1,278.17,2,325.78,291.55,615.44,105.61,36.39,231.73,71.13,235.49,72.29
115,42,2mo_wt,276.47,251.87,0,0,387.98,245.31,2,352.02,249.9,742.64,110.43,40.23,235.23,66.82,242.16,68.79
115,43,2mo_wt,241.83,213.89,0,0,458.91,241.62,2,263.6,167.07,511.04,95.56,32.49,139.55,52.94,205.21,77.85
115,44,2mo_wt,210.82,175.62,0,0,271.85,177.18,1,270.2,163.43,460.56,86.09,34,198.28,73.38,219.72,81.32
115,45,2mo_wt,313.09,336.73,0,0,506.09,268.68,2,410.08,315.71,717.23,118.42,42.82,254.69,62.11,345.75,84.31
115,46,2mo_wt,182.77,254,0,0,422.95,224.33,1,340.8,238.34,551.62,95.78,34.43,174.52,51.21,302.86,88.87
115,47,2mo_wt,292.63,321.09,0,0,509.72,291.23,3,541.72,321.87,946.85,130.44,48.37,279.77,51.64,385.67,71.19
115,48,2mo_wt,314.97,367.35,0,0,512.63,357.4,2,539.14,370.82,907.26,119.07,36.73,320.93,59.53,415.31,77.03
115,49,2mo_wt,144.93,211.78,0,0,270.87,222.21,2,289.66,186.08,406.75,88.55,32.73,144.93,50.04,208.53,71.99
115,50,2mo_wt,183.81,268.74,0,0,287.51,215.41,1,376.1,197.13,507.94,92.39,30.75,182.58,48.55,267.11,71.02
115,51,2mo_wt,138.6,206.79,0,0,301.27,202.89,1,249.05,186.6,410.13,78.18,26.27,124.96,50.17,208.75,83.82
115,52,2mo_wt,108.49,168.03,0,0,250.28,166.42,2,206.29,139.16,282.84,69.5,24.28,108.37,52.53,172.75,83.74
115,53,2mo_wt,350.51,307.3,0,0,500.16,219.2,3,411.64,269.3,871.7,122.16,42.67,286,69.48,340.19,82.64
115,54,2mo_wt,253.26,231.58,0,0,290.17,212.48,2,306.84,219.2,603.37,94.48,31.49,225.27,73.42,209.59,68.31
115,55,2mo_wt,290.37,359.65,0,0,452.92,314.84,3,438.23,336.88,825.66,142.64,58.93,282.63,64.49,364,83.06
115,56,2mo_wt,261,263.89,0,0,525.56,245.16,2,309.22,229.52,685.14,104.74,36.69,212.17,68.61,278.46,90.05
115,57,2mo_wt,218.72,222.99,0,0,357.06,193.51,2,281.24,192.29,480.11,95.67,36.42,207.21,73.68,218.92,77.84
115,58,2mo_wt,380.08,364.99,0,0,698.44,352.15,3,437.64,311.25,953.48,141.41,52.15,320.93,73.33,369.36,84.4
115,59,2mo_wt,184.81,244.85,0,0,266.88,180.09,2,230.25,212.82,398.07,90.06,34.72,165.12,71.71,189.63,82.36
115,60,2mo_wt,223.06,286.67,0,0,335.9,205.5,3,320.29,222.85,510.27,91.99,28.53,200.91,62.73,244.38,76.3
115,61,2mo_wt,206.62,238.43,0,0,296.91,260.15,1,279.38,213.86,566.64,102.03,38.02,178.02,63.72,204.6,73.23
115,62,2mo_wt,414.66,299.83,0,0,455.97,277.54,3,356.92,305.22,770.79,118.83,40.84,301.48,84.47,280.02,78.46
115,63,2mo_wt,249.52,323.79,0,0,364.1,273.89,2,360.57,302.69,690.68,111.19,37.57,243.28,67.47,271.75,75.37
115,64,2mo_wt,181.33,258.26,0,0,285.87,223.57,1,272.63,216.34,415.9,92.16,35.14,170.41,62.5,206.21,75.64
115,65,2mo_wt,240.64,344.53,0,0,374.64,298.25,3,372.15,332.58,711.37,112.79,42.7,237.05,63.7,291.89,78.43
120,66,2mo_wt,219.08,296.6,0,0,361.97,255.89,2,327.54,266.72,638.65,102.09,36.69,207.21,63.26,261.83,79.94
120,67,2mo_wt,274.7,364.37,1,0,704.16,351.5,4,456.77,290.15,919.48,131.79,51.21,257.48,56.37,376.22,82.37
120,68,2mo_wt,264.8,393.86,0,0,786.29,430.12,4,417.98,327.67,864.66,129.45,46.33,247.39,59.19,353.07,84.47
120,69,2mo_wt,230.96,325.74,0,0,467.85,306.99,3,419.76,291.04,733.64,118.61,38.6,229.18,54.6,316.26,75.34
120,70,2mo_wt,199.91,298.51,0,0,410.3,301.37,3,420.27,268.75,647.51,107.34,37.8,198.88,47.32,317.48,75.54
120,71,2mo_wt,257.66,324.48,0,0,409.79,261.09,2,448.29,282.66,720.57,118.76,37.68,254.74,56.83,351.34,78.37
120,72,2mo_wt,202.49,267.68,0,0,342.92,232.56,1,343.61,207.02,527.02,95.53,33.33,201.11,58.53,246.66,71.79
120,73,2mo_wt,186.47,247.57,0,0,245.2,223.83,1,306.68,238.96,514.85,90.62,29.88,178.22,58.11,202.96,66.18
120,74,2mo_wt,143.07,216.66,0,0,353.41,220.5,3,314.64,217.98,462.92,85.59,29.39,139.45,44.32,240.72,76.51
120,75,2mo_wt,157.97,197.04,0,0,247.08,180.42,2,229.58,217,486.78,87.14,29.78,153.05,66.67,156.09,67.99
120,76,2mo_wt,175.19,265.92,0,0,322.63,221.23,2,313.38,250.53,542.65,96.85,33.52,167.37,53.41,240.32,76.69
120,77,2mo_wt,169.33,123.52,0,0,239.05,139.89,1,193.43,110.96,238.58,69.06,27.74,156.85,81.09,156.27,80.79
120,78,2mo_wt,154.43,222.91,0,0,264.54,188.63,3,181.27,181.33,355.17,81.37,31.49,127.75,70.47,156.58,86.38
120,79,2mo_wt,97.69,166.69,0,0,247.98,173.73,3,171.45,154.71,317.6,79.75,30.34,93.85,54.74,140.63,82.02
120,80,2mo_wt,139.4,263.03,0,0,382.47,300.88,3,293.98,269.8,626.46,104.04,36.67,133.27,45.33,222.06,75.53
120,81,2mo_wt,182.49,292.53,0,0,404.55,299.02,3,213.01,233.06,533.07,103.49,39.11,144.62,67.89,180.65,84.81
120,82,2mo_wt,223.45,294.46,0,0,356.27,270.93,3,340.91,261.14,593.78,99.91,34.69,223.45,65.55,262.48,76.99
120,83,2mo_wt,169.26,247.29,0,0,325.19,236.3,2,263.41,225.04,465.59,94.27,37.05,164.45,62.43,213.28,80.97
120,84,2mo_wt,203.48,351.64,0,0,374.95,316.38,2,307.25,309.84,605.25,98.43,34.8,192.19,62.55,221.6,72.13
120,85,2mo_wt,226.41,360.02,0,0,410.1,298.54,3,394,329.83,709.94,113.89,37.57,212.72,53.99,306.32,77.75
120,86,2mo_wt,238.99,263.15,0,0,441.36,287.84,2,331.11,270.75,740.65,113.22,40.33,222.34,67.15,269.33,81.34
120,87,2mo_wt,184.05,332.28,0,0,391.09,317.74,2,312.28,291.84,669.35,108.26,39.46,150.66,48.25,239.43,76.67
168,88,2mo_wt,302.1,397.63,0,0,520.03,333.42,3,483.42,350.31,860.32,119.07,40.75,287.25,59.42,363.07,75.1
168,89,2mo_wt,261.89,344.49,0,1,417.4,292.41,3,374.45,326.77,795.46,110.79,40.42,228.3,60.97,281.92,75.29
168,90,2mo_wt,235.8,375.15,0,0,625.82,324.12,3,392.33,330.42,686.93,111.69,42.69,219.37,55.91,342.89,87.4
168,91,2mo_wt,305.21,440.73,0,0,559.61,366.59,4,416.58,399.39,950.72,132.65,42.5,290.34,69.7,348.71,83.71
168,92,2mo_wt,213.38,368.62,0,0,427.86,317.11,2,404.6,292.65,654.05,109.76,41.41,208.01,51.41,304.38,75.23
168,93,2mo_wt,235.96,283.24,0,0,376.38,266.41,2,283.59,262.08,635.05,106.7,36.1,223.02,78.64,213.93,75.44
168,94,2mo_wt,331.36,438.3,0,0,550.66,410.07,2,576.68,418.61,1076.55,129.57,40.51,330.95,57.39,412.45,71.52
168,95,2mo_wt,291.19,447.56,0,0,491.93,357.34,2,522.12,362.75,822.15,138.45,54.96,267.92,51.31,391.68,75.02
168,96,2mo_wt,318.64,345.04,0,0,566.28,338.29,3,387.5,314.82,799.23,116.04,40.39,300.98,77.67,317.09,81.83
168,97,2mo_wt,254.56,363.29,0,0,381.89,294.21,2,366.62,306.66,619.62,103.89,37.45,247.75,67.58,265.18,72.33
168,98,2mo_wt,194.28,320.92,0,0,381.93,226.32,2,434.8,264.35,680.17,110.43,40.15,193.21,44.44,319.2,73.41
168,99,2mo_wt,186.22,291.13,0,0,408.82,210.15,2,317.95,228.36,510.62,87.73,28.52,181.56,57.1,261.49,82.24
168,100,2mo_wt,289.63,397.52,0,0,706.87,356.41,4,472.8,356.58,970.87,142.38,54.8,264.9,56.03,401.47,84.91
168,101,2mo_wt,252.63,400.23,0,0,509.86,403.96,3,425.91,384.19,862.69,130.47,45.23,233,54.71,340.06,79.84
168,102,2mo_wt,230.17,359.94,0,0,440.45,377.33,2,389.06,381.74,678.72,110.92,41.53,226.39,58.19,301,77.37
168,103,2mo_wt,228.26,430.68,0,0,443.33,391.86,2,338.97,447.75,744.17,114.16,39.05,201.26,59.37,149.13,44
168,104,2mo_wt,173.21,332.27,0,0,465,303.74,4,342.09,280.27,676.42,112.96,38.38,153.51,44.88,286.01,83.61
168,105,2mo_wt,282.47,443.14,0,0,515.43,389.11,3,422.45,372.52,820.87,120.44,38.98,257.25,60.9,320.16,75.78
168,106,2mo_wt,299.8,419.44,0,0,579.12,460.1,2,467.89,374.76,983.84,130.48,43.35,265.17,56.67,335.49,71.7
168,107,2mo_wt,423.84,465.34,0,0,640.25,436.38,2,559.46,443.23,1111.34,142.22,46.49,366.29,65.47,420.34,75.13
168,108,2mo_wt,236.98,391.58,0,0,470.64,351.58,2,421.17,376.76,785.99,114.6,37.22,421.17,54.45,324.58,77.07
168,109,2mo_wt,268.86,391.52,0,0,516.03,351.11,3,368.79,329.73,655.14,109.04,41.18,368.79,64.85,308.5,83.65
168,110,2mo_wt,290.08,364.61,0,0,489.1,370.67,3,402.9,352.62,740.15,128.24,44.28,402.9,71.44,306.5,76.07
168,111,2mo_wt,227.74,347.36,0,0,376.92,317.37,2,387.49,302.81,620.96,98.99,34.93,387.49,56.47,298.03,76.91
168,112,2mo_wt,219.57,393.98,0,0,397.21,317.78,2,404.88,388.43,659.96,103.65,37.92,241.04,59.53,322.08,79.55
168,113,2mo_wt,230.33,326.35,0,0,382.72,311.26,2,305.18,298.31,605.95,109.44,41.89,215.21,70.52,226.38,74.18
168,114,2mo_wt,264.58,388.04,0,0,503.25,350.64,2,336.27,322.19,673.86,115.38,37.19,222.28,66.1,271.45,80.72
168,115,2mo_wt,234.69,330.74,0,0,378.16,298.49,3,330.47,304.54,572.45,105.8,40.51,224.1,67.81,258.04,78.08
168,116,2mo_wt,263.93,416.7,0,0,487.97,448.85,3,407.21,381.13,810.72,129.03,43.39,214.74,52.73,268.92,66.04
168,117,2mo_wt,198.88,331.12,0,0,469.36,360.55,3,380.59,328.73,768.47,139.85,42.87,171.51,45.06,260.55,68.46
178,118,3mo_wt,204.313,227.42,0,0,308.798,269.89,2,176.685,199.875,404.128,84.47,27.491,165.12,93.45,142.231,80.5
178,119,3mo_wt,160.236,233.909,0,0,248.371,223.225,2,200.667,223.476,355.176,77.76,29.822,151.42,75.46,157.544,83.96
178,120,3mo_wt,178.733,272.272,0,0,329.806,244.226,2,212.636,249.245,517.702,100.346,34.329,159.89,75.2,180.451,86.4
178,121,3mo_wt,162.584,294.351,0,0,409.351,275.11,2,241.041,277.719,549.486,97.769,32.194,150.96,62.63,212.121,88
178,122,3mo_wt,228.961,290.125,0,0,312.447,248.517,2,323.583,267.325,590.86,102.388,34.064,206.14,63.71,224.211,69.29
178,123,3mo_wt,158.793,202.692,0,0,329.112,150.616,2,217.591,188.66,433.703,98.126,36.433,145.16,66.71,183.247,84.22
178,124,3mo_wt,220.161,246.612,0,0,341.962,222.724,2,235.036,232.28,450.914,98.588,34.713,196.88,83.76,205.91,87.61
178,125,3mo_wt,188.293,321.001,0,0,374.795,292.165,2,300.962,289.528,568.143,104.326,38.097,169.23,56.23,236.726,78.66
178,126,3mo_wt,194.18,325.422,0,0,509.026,228.284,3,291.365,270.463,511.649,100.362,34.553,167.24,57.4,235.19,80.72
178,127,3mo_wt,220.795,264.05,0,0,337.687,253.155,3,280.105,243.844,515.104,96.222,51.935,199.49,71.22,206.976,73.89
178,128,3mo_wt,219.452,250.431,0,0,307.808,234.359,2,286.439,216.816,525.021,100.576,30.669,182.73,63.79,243.316,84.95
178,129,3mo_wt,214.333,248.867,0,0,460.081,221.355,3,281.448,226.301,625.469,107.076,34.656,188.68,67.04,223.034,79.25
178,130,3mo_wt,159.202,217.415,0,0,285.704,151.015,2,174.836,182.135,300.861,72.673,25.713,136.17,77.88,156.219,89.35
178,131,3mo_wt,143.21,265.418,0,0,400.273,213.29,2,203.597,220.451,381.297,101.539,43.993,122.56,60.2,196.914,96.72
178,132,3mo_wt,231.236,291.147,0,0,312.484,249.015,2,277.796,270.652,568.955,101.175,33.724,200.67,72.24,208.987,75.23
178,133,3mo_wt,206.072,223.844,0,0,298.126,187.977,1,204.508,223.117,455.007,96.247,33.839,185.17,90.55,186.097,91
178,134,3mo_wt,149.205,167.041,0,0,258.816,165.743,2,170.601,165.624,381.365,87.688,30.948,140.96,82.62,134.277,78.71
178,135,3mo_wt,176.43,244.604,0,0,363.81,172.42,2,209.41,205.947,396.65,90.59,32.22,191.57,91.48,79.614,38.02
178,136,3mo_wt,209.057,306.336,0,0,456.43,291.85,4,192.28,191.425,463.82,105.89,37.12,131.08,68.17,171.597,89.24
178,137,3mo_wt,191.571,256.481,0,0,313.34,263.26,2,162.78,180.97,400.49,94.69,30.33,114.87,70.57,133.862,82.23
178,138,3mo_wt,198.679,244.582,0,0,293.86,229.03,1,263.79,242.594,530.43,104.19,34.8,187.02,70.9,225.62,85.53
178,139,3mo_wt,115.227,223.84,0,0,179.27,219.57,1,173.09,225.854,380.94,87.47,33.54,103.64,59.88,118.141,68.25
178,140,3mo_wt,145.864,312.144,0,0,401.48,290.27,3,222.92,224.099,572.08,99.72,34.73,88.86,39.86,135.912,60.97
178,141,3mo_wt,154.416,239.237,0,0,347.63,195.48,2,228.46,246.741,449.55,99.89,37.1,146.66,64.19,191.2,83.69
178,142,3mo_wt,246.28,262.773,0,0,313.43,256.55,2,232.39,241.426,491.6,99.3,35.99,193.31,83.18,187.944,80.87
178,143,3mo_wt,208.826,283.782,0,0,394.37,258,2,222.33,253.2,521.68,104.19,35.99,175.2,78.8,208.059,93.58
178,144,3mo_wt,138.524,257.051,0,0,317.58,248.72,2,228.59,226.119,410.75,95.76,38.13,126.73,55.44,183.448,80.25
100,145,2mo_ko,434.132,418.439,0,0,1247.164004,447.2555643,7,847.0209539,511.2497987,1578.557,168.142,52.917,367.6989539,43.41084506,720.3349539,85.04334522
100,146,2mo_ko,294.7,314.442,0,0,666.2613522,248.7886098,3,498.2476199,277.7041953,887.19,123.672,42.059,264.5736199,53.10082966,436.4496199,87.59693022
100,147,2mo_ko,468.893,562.502,0,4,1336.385,425.408,10,714.927,407.315,1684.386,181.966,58.277,246.806,34.52184629,568.929,79.57861432
100,148,2mo_ko,0,0,0,0,662.399,257.276,9,538.03,327.802,1184.98,173.78,62.625,0,0,307.059,57.07098117
100,149,2mo_ko,86.517,118.362,0,1,551.549,254.728,7,478.936,254.213,761.276,133.953,46.628,59.481,12.41940468,292.769,61.12904438
100,150,2mo_ko,161.834,223.539,1,5,660.854,275.156,6,505.972,303.016,928.131,137.984,48.144,78.406,15.49611441,276.546,54.65638415
100,151,2mo_ko,357.271,400.258,0,4,646.949,343.206,7,540.348,390.252,1098.462,136.803,45.364,529.909,48.82057489,398.985,73.83852628
100,152,2mo_ko,328.689,374.13,0,1,575.882,299.989,6,522.581,276.674,991.474,141.588,46.855,262.643,50.25881155,315.557,60.3843232
100,153,2mo_ko,319.033,366.183,1,2,708.748,306.318,8,573.178,328.567,1066.404,137.256,46.161,203.934,35.57952329,405.551,70.75480915
100,154,2mo_ko,243.297,343.316,0,0,826.3860135,422.6136221,5,720.226,426.088,1139.4,169.174,61.63,207.409,28.79776626,498.478,69.21133089
100,155,2mo_ko,216.244,259.753,0,0,901.4963963,419.933257,5,860.7708041,440.5863127,1400.3849,146.83487,50.293,187.6918041,21.80508484,601.5878041,69.88942948
100,156,2mo_ko,307.434,525.356,1,1,1118.183,450.023,11,783.304,514.132,1727.075,180.338,66.709,213.588,27.26757428,547.804,69.93504438
100,157,2mo_ko,210.932,362.333,1,3,735.717,351.821,10,742.357,356.554,1219.776,150.075,46.192,54.227,7.304706496,124.39,16.75608905
100,158,2mo_ko,205.177,270.528,0,3,670.8655971,213.5965877,10,466.352,319.716,860.107,128.481,43.588,170.649,36.59231653,352.365,75.55773321
100,159,2mo_ko,108.639,246.597,1,0,0,0,0,448.015,242.739,667.232,105.23,36.554,90.981,20.30757899,0,0
100,160,2mo_ko,89.151,206.928,0,0,179.378,111.913,2,342.068,237.813,624.487,125.156,48.052,69.77,20.39652935,84.09,24.58283148
100,161,2mo_ko,259.965,219.167,1,1,581.263,218.152,8,349.808,227.654,738.443,123.174,46.735,72.212,20.64332434,169.183,48.3645314
100,162,2mo_ko,360.875,314.065,1,2,578.075,218.826,8,413.393,247.138,674.858,129.788,41.658,208.76,50.49916181,231.08,55.89838241
100,163,2mo_ko,324.112,264.541,0,0,630.218,219.105,4,509.989,242.633,843.854,126.508,44.642,284.911,55.86610692,438.339,85.95067737
