Animal ID,ID,group,nerve_term,n_perim,poly-in,blebs,tsc_a,tsc_p,tsc_no,achr_a,achr_p,ep_a,ep_p,ep_d,synaptic,overlap,coverage_area,coverage
194,433,3mo_ko,268.423,561.063,1,0,638.502,378.763,12,336.322,241.669,590.415,117.396,47.016,118.871,35.34440209,262.268,77.98122038
194,434,3mo_ko,313.148,429.842,1,1,626.985,335.457,6,398.8198968,349.0757091,647.0238829,104.6470344,33.61807395,85.6718968,21.48134972,363.2248968,91.07491871
206,435,3mo_ko,307.511,387.93,0,1,1031.897,438.92,7,313.731,183.326,603.938,111.592,42.01,140.806,44.88112428,266.796,85.03973149
206,436,3mo_ko,456.12,386.266,1,1,900.252,333.992,5,633.57,354.674,1116.494,141.676,44.596,400.59,63.22742554,596.813,94.19843111
206,437,3mo_ko,0,0,0,0,890.187,489.429,10,656.076,487.414,1723.712,172.474,60.265,0,0,371.298,56.59374829
206,438,3mo_ko,349.644,405.716,1,2,703.103,290.573,6,618.076,327.656,926.115,129.542,42.646,289.78,46.88420194,491.899,79.58552023
206,439,3mo_ko,336.744,310.972,1,1,563.845,233.257,4,417.501,222.717,589.462,103.713,35.327,245.904,58.8990206,357.001,85.50901674
206,440,3mo_ko,447.297,367.539,0,3,733.171,230.584,8,456.018,356.902,806.206,128.001,48.983,311.128,68.22713139,416.957,91.43432935
206,441,3mo_ko,169.235,183.773,0,0,683.572,250.246,6,391.612,383.932,761.604,115.032,35.814,64.951,16.58554896,277.153,70.7723461
206,442,3mo_ko,226.828,241.485,0,2,453.292,209.262,2,261.256,182.348,356.82,90.835,35.542,167.509,64.11680497,234.095,89.60368374
206,443,3mo_ko,418.046,362.82,1,1,748.25,263.435,6,457.289,267.155,685.298,113.237,43.452,328.478,71.83159884,424.859,92.90820466
206,444,3mo_ko,89.478,133.209,0,0,313.853,83.76,5,171.415,137.192,238.001,67.886,25.832,77.395,45.15065776,162.149,94.59440539
206,445,3mo_ko,413.504,346.161,0,1,722.724,288.595,3,557.395,244.869,728.811,126.163,49.635,380.711,68.30183263,507.342,91.02019214
206,446,3mo_ko,586.214,537.278,0,0,823.732975,478.8898571,6,563.6237574,495.1121797,1220.915878,140.0896836,45.68816852,438.6517574,77.82705247,463.9847574,82.32171751
206,447,3mo_ko,329.17,407.626,0,2,586.9399993,264.3725921,8,317.2299763,278.2940428,617.4366756,113.1998346,43.38388261,191.4509763,60.35084658,271.7269763,85.65614746
206,448,3mo_ko,822.893,519.324,0,2,1329.894902,368.3968748,8,378.628083,284.3259543,839.4758631,121.6185351,38.43700432,251.993083,66.55425055,333.169083,87.99375904
206,449,3mo_ko,502.595,267.795,0,2,799.3517232,218.5355042,6,270.084167,178.2269322,412.7220054,96.30191339,35.55314855,239.817167,88.7934934,245.847167,91.02613075
206,450,3mo_ko,126.918,157.787,0,1,207.509611,105.3555417,4,58.58242115,80.37914193,209.6183146,74.12389686,27.82013854,51.72942115,88.30195157,55.74842115,95.16237133
206,451,3mo_ko,69.917,146.321,0,0,501.3442746,220.5646123,8,243.5552627,256.4685308,555.9069795,112.0751879,41.44479285,23.4592627,9.632008128,176.7352627,72.56474803
206,452,3mo_ko,463.058,361.513,0,1,564.0123089,326.8481967,4,352.6806726,261.441552,688.7553047,119.9480576,40.31153298,254.1646726,72.06651579,278.6126726,78.99856563
206,453,3mo_ko,826.387,575.995,1,0,987.368,499.877,5,805.796,539.604,1862.03,178.312,64.345,584.815,72.57606143,671.612,83.3476463
206,454,3mo_ko,111.525,277.058,0,1,646.4888528,386.1401908,5,398.0211773,293.0958932,758.0135985,116.6260168,35.69400297,8.7681773,2.202942406,271.1271773,68.1187818
206,455,3mo_ko,558.313,402.17,1,2,1074.854219,429.2346824,9,458.6110347,328.7203791,1103.523566,143.0680215,46.76904012,267.9750347,58.43187678,418.8090347,91.32118571
206,456,3mo_ko,497.835,485.765,0,0,754.1974592,456.073412,5,645.7221445,469.9082376,1288.941975,142.6614342,49.60746685,446.9131445,69.21137029,511.3481445,79.19012053
206,457,3mo_ko,526.237,521.151,0,0,789.855,450.935,9,449.165,403.907,1090.008,158.411,51.585,334.684,74.51248428,372.469,82.92476039
206,458,3mo_ko,576.283,383.49,0,0,889.948,358.422,4,576.783,289.055,1157.32,137.745,44.928,427.395,74.09979143,531.241,92.10413622
206,459,3mo_ko,334.059,262.279,1,3,427.0198952,164.2658345,3,357.706,230.616,646.473,105.138,34.541,240.347,67.1912129,277.7971766,73.45222054
206,460,3mo_ko,267.668,476.584,1,1,659.0744161,254.9496899,7,372.7601766,299.6013266,815.1405015,133.5917345,47.11406659,124.4001766,33.37271104,246.4840865,73.8641609
206,461,3mo_ko,378.166,522.28,1,0,770.0694546,406.0199944,5,343.9080865,337.2441315,740.6656993,139.8124793,49.56374826,240.1950865,69.84281438,-73.758,78.5529905
117,462,2mo_wt,244.615,291.239,0,0,472.0097714,269.1692998,3,355.6631159,263.5586017,686.379,109.248,38.5,202.8891159,57.04530687,251.4591159,70.70148819
117,463,2mo_wt,138.645,225.455,0,0,297.821,196.693,2,230.706,202.626,446.4,92.447,32.458,116.567,50.52621085,170.656,73.97120144
117,464,2mo_wt,172.202,198.203,0,0,220.7716424,194.215811,1,248.5888693,182.5302804,413.064,78.996,25.429,160.2798693,64.47588332,174.8508693,70.3373686
117,465,2mo_wt,158.072,210.419,0,0,285.458,183.812,3,259.186,205.123,437.349,90.434,33.627,141.735,54.68466661,196.266,75.72399744
117,466,2mo_wt,136.437,163.869,0,0,206.863,146.156,1,207.084,147.874,366.481,80.781,26.354,123.632,59.70137722,142.177,68.65668038
117,467,2mo_wt,276.507,308.629,0,0,395.2264248,251.8921636,2,430.1216561,281.9535124,769.5915699,118.050747,42.473,263.6106561,61.28746422,333.0216561,77.4249916
117,468,2mo_wt,283.713,322.328,0,0,496.8777509,271.3524149,3,357.297,286.37,771.867,112.016,37.284,238.198,66.66666667,282.955,79.19322021
117,469,2mo_wt,231.371,278.655,0,1,371.3307772,132.0119358,2,336.815,192.145,502.946,88.19,29.109,206.337,61.26122649,283.334,84.12155041
117,470,2mo_wt,216.199,225.938,0,0,397.8814967,212.2395043,2,343.263,251.557,655.423,106.244,36.09,186.993,54.47514005,270.059,78.67407789
117,471,2mo_wt,393.709,347.71,0,0,514.7046626,257.7776335,2,427.846,311.304,848.485,115.438,39.823,339.091,79.25538628,337.574,78.90081945
117,472,2mo_wt,345.539,307.671,0,0,501.809,263.364,3,323.16,268.59,757.833,113.907,40.601,251.852,77.93415027,278.403,86.15020423
117,473,2mo_wt,257.469,286.978,0,0,445.7854992,215.0826888,3,367.0629907,251.7441545,683.497,115.853,47.228,232.7719907,63.41472624,313.3459907,85.36572704
117,474,2mo_wt,113.607,129.424,0,0,281.5487363,154.4341508,3,290.5014922,175.3012817,549.823,92.089,34.152,109.2854922,37.61959754,209.3094922,72.05109021
117,475,2mo_wt,216.41,201.399,0,0,316.7423284,205.8441314,3,251.6033115,179.9927592,478.201,93.526,36.081,176.2763115,70.06120486,178.7283115,71.03575483
117,476,2mo_wt,240.769,346.322,0,0,602.5389765,394.0343108,3,422.889,339.367,865.121,117.709,39.573,186.236,44.0389795,313.617,74.16059533
117,477,2mo_wt,267.521,375.54,0,0,576.6100451,307.308858,3,518.5786273,349.6314466,1023.37,142.6,48.522,230.2736273,44.40476625,376.9986273,72.69845062
117,478,2mo_wt,249.185,309.526,0,0,590.0072373,362.9047196,3,360.288039,289.4999828,685.97,105.685,36.836,229.378039,63.6651829,314.526039,87.29849591
117,479,2mo_wt,319.194,370.164,0,0,478.5626907,330.8282593,2,359.036,357.261,762.354,112.017,38.185,281.97,78.53530008,234.045,65.18705645
117,480,2mo_wt,177.583,242.835,0,0,303.1428271,242.4880687,2,231.4267246,219.1020011,503.606,88.665,31.086,156.7507246,67.73233509,198.1867246,85.63692242
117,481,2mo_wt,238.936,324.98,0,0,334.9,274.24,1,279.41,305.16,625.04,109.08,36.69,223.079,79.83930425,220.597,78.9510039
169,482,2mo_wt,244.664,464.005,0,0,529.378,488.861,2,490.596,426.638,841.234,130.645,45.011,223.314,45.51891984,344.956,70.3136593
169,483,2mo_wt,174.437,381.906,0,0,475.425,348.889,4,475.425,348.889,649.31,106.232,35.794,195.289,41.07672083,363.106,76.37503287
169,484,2mo_wt,232.705,304.739,0,0,457.89,345.576,3,334.038,304.15,581.285,100.003,32.453,222.775,66.69151414,257.758,77.16427472
169,485,2mo_wt,241.305,323.994,0,0,402.259,326.634,4,330.382,320.922,603.72,110.853,36.087,234.574,71.00084145,269.973,81.71540822
169,486,2mo_wt,229.524,304.868,0,0,363.718,307.964,2,289.594,274.586,680.609,105.84,34.313,212.317,73.31540018,216.641,74.80852504
169,487,2mo_wt,261.558,291.695,0,0,389.655,289.593,4,306.899,268.557,532.618,110.493,37.302,245.46,79.98071027,252.795,82.37074738
169,488,2mo_wt,203.27,239.156,0,0,282.481,222.867,3,234.482,218.689,397.827,86.458,30.739,175.554,74.86885987,182.692,77.91301678
169,489,2mo_wt,312.332,399.494,0,0,580.492,388.426,3,449.584,339.87,838.452,139.495,43.701,294.663,65.54125592,358.832,79.81422826
169,490,2mo_wt,214.592,274.332,0,0,380.918,283.425,2,272.256,242.775,677.829,113.606,36.302,194.274,71.35710508,221.66,81.41602022
169,491,2mo_wt,288.64,401.875,0,0,429.426,288.967,2,380.034,343.643,663.935,108.035,39.523,271.453,71.42860902,318.596,83.83355173
169,492,2mo_wt,200.322,171.92,0,0,331.161,189.846,3,229.561,150.135,319.261,78.179,29.547,179.081,78.01020208,191.813,83.55644034
169,493,2mo_wt,234.551,236.123,0,0,289.51,230.681,2,268.077,214.312,486.825,90.53,29.554,214.206,79.90465426,214.782,80.1195179
169,494,2mo_wt,340.63,351.447,0,0,506.466,335.545,3,420.157,338.8,805.829,122.693,40.761,327.322,77.90468801,329.561,78.43758405
169,495,2mo_wt,205.337,299.468,0,0,387.027,250.627,2,399.167,278.96,677.859,106.578,36.893,204.761,51.29707616,315.341,78.99976701
169,496,2mo_wt,363.957,515.406,0,0,712.322,387.269,3,528.617,443.165,951.546,128.142,44.7,342.036,64.70393499,464.582,87.88631467
169,497,2mo_wt,203.624,243.026,0,0,293.665,157.858,1,235.092,182.391,371.095,95.427,37.713,172.195,73.24579314,203.784,86.68266041
169,498,2mo_wt,399.847,344.69,0,0,582.313,282.862,3,483.205,307.219,696.607,115.982,42.957,374.846,77.57494231,434.397,89.89911114
169,499,2mo_wt,227.872,385.177,0,0,490.405,350.108,3,370.077,345.689,881.109,134.624,44.077,208.893,56.44582073,298.117,80.55539793
169,500,2mo_wt,295.35,484.408,0,0,737.849,408.162,3,522.036,440.336,1112.934,146.085,53.876,273.67,52.42358765,464.969,89.06837843
169,501,2mo_wt,225.263,371.361,0,0,496.028,294.888,2,325.072,330.764,840.397,116.349,39.711,206.836,63.62775016,272.147,83.71899148
196,502,1mo_ko,147.727,226.541,0,0,303.229,201.657,2,217.228,247.036,394.274,85.402,31.514,138.527,63.77032427,196.099,90.27335334
196,503,1mo_ko,258.418,331.588,0,0,430.598,291.544,3,346.733,285.701,583.963,99.09,33.675,252.779,72.90306951,259.842,74.94008358
196,504,1mo_ko,228.897,359.665,0,0,369.213,252.241,3,282.35,309.88,451.097,102.246,36.051,203.582,72.1027094,252.987,89.60049584
196,505,1mo_ko,142.168,175.411,0,0,264.369,141.618,3,227.863,144.717,335.496,72.589,23.829,127.171,55.81028952,177.046,77.69844161
196,506,1mo_ko,167.791,396.011,0,0,281.936,258.734,3,297.618,316.125,520.511,109.628,40.993,127.171,42.72960641,164.105,55.13947409
196,507,1mo_ko,211.495,258.734,0,0,303.446,195.826,3,264.54,246.557,426.589,85.712,30.838,170.276,64.36682543,212.952,80.49897936
196,508,1mo_ko,174.303,397.596,1,0,251.6,160.348,2,249.458,171.288,377.829,82.613,31.59,128.285,51.42549046,157.079,62.96811487
196,509,1mo_ko,298.765,407.148,0,0,555.804,323.913,4,380.156,348.62,639.968,113.344,46.75,266.991,70.23195741,329.758,86.74281085
196,510,1mo_ko,320.446,381.035,0,0,511.377,280.875,4,357.054,349.142,641.176,120.653,47.731,280.212,78.47888555,295.211,82.6796507
196,511,1mo_ko,199.933,204.662,0,0,294.32,185.923,2,205.514,184.699,379.243,84.139,32.959,177.368,86.30458266,168.633,82.05426394
196,512,1mo_ko,307.907,192.073,0,0,256.711,244.139,2,310.334,184.48,475.813,95.066,36.524,260.836,84.05008797,149.223,48.08464429
196,513,1mo_ko,286.798,313.85,0,0,293.834,273.656,3,299.172,298.664,516.333,92.329,31.064,247.975,82.88710173,182.463,60.98933055
196,514,1mo_ko,181.736,223.928,0,0,289.952,163.871,2,233.66,229.303,403.507,85.651,29.033,159.898,68.43190961,162.325,69.47059831
196,515,1mo_ko,220.259,335.883,0,1,373.728,265.099,2,321.458,282.458,573.805,104.115,36.062,110.927,34.50746287,175.393,54.56171568
196,516,1mo_ko,191.655,211.466,0,0,302.874,172.721,4,237.391,144.754,325.959,84.916,35.684,103.668,43.66972632,126.899,53.45569124
196,517,1mo_ko,164.214,186.047,0,0,242.909,159.527,3,182.073,169.565,356.305,84.677,32.283,136.773,75.1198695,145.339,79.82457586
196,518,1mo_ko,122.834,168.688,0,0,222.436,133.932,2,197.463,194.87,295.469,82.576,34.759,90.165,45.6617189,115.574,58.52944602
196,519,1mo_ko,206.067,244.197,0,0,334.122,223.358,2,212.928,236.729,385.599,106.034,41.388,180.17,84.61545687,188.04,88.31154193
196,520,1mo_ko,285.304,337.253,0,0,422.22,264.69,4,367,257.07,540.9086896,100.1058192,37.50578946,269.969,73.56103542,290.126,79.05340599
196,521,1mo_ko,236.199,355.074,0,0,450.3105047,268.3896017,3,328.6194517,325.3199153,568.57,98.08,32.25,229.8724517,69.95095711,274.7964517,83.6214808
196,522,1mo_ko,105.716,141.59,0,0,174.55,142.02,1,126.41,122.92,197.92,63.48,26.3,97.033,76.7605411,92.315,73.02824144
196,523,1mo_ko,179.695,253.889,0,0,337.73,185.12,2,213.58,227.77,418.68,87.35,29.01,162.33,76.00430752,183.345,85.84371196
196,524,1mo_ko,198.137,241.34,0,0,361.21,200.22,2,200.5,204.35,505.53,93.89,31.28,164.797,82.19301746,168.657,84.11820449
196,525,1mo_ko,133.414,252.281,0,0,263.44,200.53,2,210.86,153.95,259.78,82.44,32.41,94.313,44.72778147,120.928,57.34990041
196,526,1mo_ko,259.806,355.37,0,0,516.14,310.32,3,358.93,288.21,574.5292705,97.98691834,31.35437496,239.287,66.66675954,298.128,83.06020673
196,527,1mo_ko,165.66,292.794,0,0,244.4163388,201.083312,2,208.810008,227.6942065,340.67,84.63,35.01,141.671008,67.84684765,159.927008,76.58972361
203,528,1mo_wt,213.002,294.781,0,0,378.308,225.258,4,294.601,261.332,589.394,98.922,32.734,199.018,67.55509995,225.835,76.65792037
203,529,1mo_wt,183.312,248.715,0,0,373.136,156.935,4,218.748,263.889,416.426,96.465,36.421,130.636,59.7198603,162.433,74.25576462
203,530,1mo_wt,175.458,215.054,0,0,291.728,153.496,2,273.723,214.647,455.502,86.155,29.915,170.862,62.42149911,210.704,76.97708998
203,531,1mo_wt,271.424,423.087,0,0,486.916,308.186,3,415.085,344.898,743.016,127.27,50.682,221.813,53.43797054,280.235,67.51267813
203,532,1mo_wt,151.323,225.434,0,0,169.903,146.838,2,167.03,271.748,341.531,87.693,37.394,145.002,86.81194995,98.073,58.71579956
203,533,1mo_wt,194.422,179.217,0,0,242.5,164.231,2,254.376,164.849,447.84,85.086,29.048,188.866,74.24678429,180.247,70.85849294
203,534,1mo_wt,249.971,315.295,0,0,548.786,307.629,3,372.753,317.833,674.442,113.052,41.458,229.283,61.51070548,326.207,87.51291069
203,535,1mo_wt,156.495,188.483,0,0,302.072,124.105,2,193.655,145.387,275.255,78.109,31.621,144.427,74.57953577,158.219,81.70147944
203,536,1mo_wt,171.676,234.876,0,0,435.647,249.988,6,255.071,245.937,493.987,114.149,41.145,163.291,64.01786169,226.107,88.64473029
203,537,1mo_wt,175.278,265.806,0,0,345.256,208.239,2,243.392,248.572,523.054,98.441,37.049,167.303,68.73808506,211.804,87.02175914
203,538,1mo_wt,162.251,245.859,0,0,403.971,248.425,3,297.46,227.619,488.04,105.876,43.104,156.732,52.69010959,249.631,83.92086331
203,539,1mo_wt,177.151,216.148,0,0,289.918,180.422,3,279.8,198.202,509.747,87.862,31.602,174.208,62.26161544,202.722,72.45246605
203,540,1mo_wt,268.946,359.121,0,0,390.91,252.229,2,398.269,312.243,658.569,103.026,35.186,241.537,60.64669859,291.757,73.25626649
203,541,1mo_wt,107.431,185.784,0,0,266.739,162.58,2,203.641,149.695,296.908,76.65,31.038,99.521,48.87080696,152.317,74.79682382
203,542,1mo_wt,209.896,276.621,0,0,392.382,238.444,3,295.436,247.445,545.251,100.937,39.925,195.731,66.25157394,250.918,84.93142339
203,543,1mo_wt,226.774,319.315,0,0,369.641,239.408,3,362.664,240.547,537.803,105.362,42.675,215.784,59.4997022,275.094,75.85368275
203,544,1mo_wt,201.131,305.468,0,0,356.209,247.087,3,287.479,252.242,534.139,110.636,45.663,163.451,56.85667475,206.887,71.9659523
203,545,1mo_wt,213.129,291.128,0,0,360.26,235.4,2,279.85,259.33,455.545602,94.3547802,36.14968137,200.197,71.5372521,248.488,88.79328212
203,546,1mo_wt,203.718,247.671,0,0,481.4650943,284.2172783,2,237.1543342,259.8685011,498.2436056,96.96094775,35.42627014,168.7473342,71.15507071,203.2663342,85.71057109
203,547,1mo_wt,196.417,283.191,0,0,371.1351336,227.3784559,4,301.9526621,256.1477974,453.16921,89.56147044,30.87427335,182.2846621,60.3686223,195.0156621,64.5848461
231,548,3mo_wt,400.862,411.881,0,0,643.493,382.942,3,503.956,377.335,1119.969,157.565,56.086,371.127,73.64273865,433.743,86.06763289
231,549,3mo_wt,177.098,294.691,0,0,375.694,229.058,3,299.48,223.435,466.188,95.717,37.324,147.462,49.2393482,245.327,81.91765727
231,550,3mo_wt,195.013,284.197,0,0,480.673,257.318,4,264.828,291.25,598.295,105.681,34.965,175.255,66.17691483,239.082,90.27821832
231,551,3mo_wt,278.284,407.53,0,0,597.516,376.751,5,331.676,344.804,691.536,106.192,36.108,219.841,66.28185337,294.983,88.93709524
231,552,3mo_wt,234.199,372.86,0,0,548.698,329.86,4,455.476,338.912,779.919,118.878,39.913,224.468,49.28206975,380.76,83.59606214
231,553,3mo_wt,330.452,403.52,0,0,574.968,318.851,3,454.412,362.965,873.779,121.147,38.926,307.639,67.70045685,390.278,85.88637624
231,554,3mo_wt,219.322,272.931,0,0,326.288,210.043,2,363.299,212.066,543.983,94.639,33.665,209.255,57.59856207,284.498,78.30960173
231,555,3mo_wt,219.322,286.761,0,0,373.162,284.926,2,362.079,275.597,728.836,118.745,42.122,198.782,54.90017372,283.481,78.29258256
231,556,3mo_wt,168.177,232.506,0,0,372.044,196.405,2,278.296,198.898,423.493,89.82,34.51,147.74,53.08736022,241.386,86.73714319
231,557,3mo_wt,209.942,322.723,0,0,525.061,385.321,3,403.656,324.446,763.763,112.279,35.785,197.959,49.04151059,324.91,80.4918049
231,558,3mo_wt,212.127,307.958,0,0,580.182,303.875,3,338.469,263.423,677.717,114.256,41.43,186.788,55.18614703,297.558,87.91292556
231,559,3mo_wt,429.775,537.205,0,0,936.842,540.088,3,716.504,481.125,1423.666,165.568,56.393,411.938,57.49277045,590.799,82.45578531
231,560,3mo_wt,220.601,251.603,0,0,334.923,249.7,3,256.847,232.508,486.912,114.742,44.075,203.471,79.21875669,210.711,82.03755543
231,561,3mo_wt,344.387,426.814,0,0,720.052,386.599,3,456.344,389.322,987.972,135.332,39.808,314.908,69.00671423,414.845,90.90620234
231,562,3mo_wt,373.356,379.666,0,0,501.923,313.361,3,471.212,369.232,994.543,148.755,44.789,359.939,76.38578814,357.374,75.84144716
231,563,3mo_wt,349.623,406.38,0,0,617.669,400.707,3,548.376,415.349,1042.01,141.395,48.182,331.315,60.41748727,392.021,71.48762893
231,564,3mo_wt,183.984,217.673,0,0,298.446,240.731,2,260.256,215.402,454.634,90.239,27.741,178.734,68.67622648,195.225,75.01267982
231,565,3mo_wt,475.592,639.872,0,0,908.625,629.419,3,487.3461088,485.5113311,1246.342093,150.8315683,46.62813576,371.9671088,76.32503924,448.8861088,92.10827802
231,566,3mo_wt,234.158,337.406,0,0,567.4565536,381.4254229,2,352.3939917,343.9834292,766.7028554,116.0717302,41.28626464,226.5709917,64.29479419,298.0009917,84.56471981
231,567,3mo_wt,304.045,413.58,0,0,750.7580078,466.3288455,4,359.2091282,311.4404711,971.9927688,142.857932,46.30824355,211.3331282,58.83289471,294.4011282,81.95814223